Movie,Review_Title,Review_Author,Review_Date,Review_Rating,Review,Rating,Tokens,Chunks,PCA1,PCA2,Kmean_2,Kmean_3,Kmean_4
Inspector Gadget (1999) - IMDb, Highly Entertaining. Ignore the reviews.,tonyhic2,June/2002,8/10,"Having heard a lot of bad reviews about this film, I expected it to be yet another disappointing attempt to transfer a good TV show to film. What's more, i was never much of a fan of the original TV show.I am, however, a big fan of Matthew Broderick and Rupert Everett, and they don't disappoint in the slightest. Both ham it up beautifully, and make the most of this film.The script is far from innovative, but it does have some very clever jokes. There are a few moments of smarmy ""use your heart"" dialogue, but, they're thankfully kept to a minimum, and outnumbered by some more subversive lines.",1,"[heard, lot, bad, review, film, expect, yet, another, disappoint, attempt, transfer, good, tv, show, film, never, much, fan, original, tv, however, big, fan, matthew, broderick, rupert, everett, disappoint, slightest, ham, beautifully, make, script, far, innovative, clever, joke, moment, smarmy, use, heart, dialogue, thankfully, kept, minimum, outnumber, subversive, line]","[having heard, a lot, of, bad reviews, about, this film, i, expected, it, to, be, yet, another disappointing attempt, to, transfer, a good tv show, to, film, is, more, i, was, never, much, of, a fan, of, the original tv, am, however, a big fan, of, matthew broderick and rupert everett, they, do not disappoint, in, slightest, both ham it, up, beautifully, make, most, of, this film.the script, is, far, from, innovative, it does, have, some very clever jokes, are, a few moments, of, smarmy, use, your heart, dialogue, they, are thankfully kept, to, a minimum, outnumbered, by, some more subversive lines]",-0.13988778633264431,0.042683432489954834,1,1,3
Inspector Gadget (1999) - IMDb, Inspector Gadget gets thrown out the window and Disney takes over,vogonford29,May/2006,1/10,"I grew up watching Inspector Gadget. It was, and still is, one of my favorite cartoons, if not my absolute favorite. I learned a lot of geography and history from the spin-off Inspector Gadget's Field Trip. I wanted to slip on a banana peel and become the greatest detective ever.But the film has ruined the reputation of the wonderful cartoon.Matthew Broderick, an actor with potential, was definitely NOT the role for Inspector Gadget. First thing- in the film, Inspector Gadget is smart. Not so in the cartoon. In the film, Gadget solves the mystery mostly by himself. In the cartoon, it was almost always Penny, Brain, and the awesome book (I still want her book!). If Gadget solved the mystery, it was by accident. Gadget in the film seems to be a competent detective, but in the cartoon was pretty dumb, which was where the humor came from.Another thing is that it's too much ""Good Guy v. Bad Guy"" in the film. It's not just meant to be a silly Saturday morning cartoon. Also, Gadget never should have a love story, but Disney Corporation is filled with idiots.Also I miss the true gadgets that Gadget had, and especially the Gadget car. In the movie it was a chic convertible. In the cartoon it was a sedan police car and could turn into a van. It also barely had any gadgets and was mainly there to get him from place to place.But if anything, the one thing that was terrible about the movie was that it was a feature movie. Inspector Gadget was a silly Saturday morning cartoon. The movie was too serious, too overdone, had too much of a plot and wasn't even remotely as funny.Tip for those who haven't seen it: NEVER see it. EVER. Watch the cartoon, it's a true classic.",0,"[grow, watch, inspector, gadget, still, one, favorite, cartoon, absolute, favorite, learn, lot, geography, history, inspector, gadget, field, trip, want, slip, banana, peel, become, great, detective, film, ruin, reputation, wonderful, broderick, actor, potential, definitely, role, inspector, gadget, first, film, inspector, gadget, smart, cartoon, film, gadget, solves, mystery, mostly, cartoon, almost, always, penny, brain, awesome, book, still, want, book, gadget, solve, mystery, accident, gadget, film, seems, competent, detective, cartoon, pretty, dumb, humor, come, thing, much, good, guy, bad, guy, film, meant, silly, saturday, morning, cartoon, also, gadget, never, love, story, disney, corporation, fill, miss, true, gadget, gadget, especially, gadget, car, movie, chic, ...]","[i, grew, up, watching, inspector gadget, it, was, still is, of, my favorite cartoons, if, not, my, absolute favorite, i, learned, a lot, of, geography and history, from, the spin-off inspector gadget, field trip, i, wanted, to, slip, on, a banana peel, become, the greatest detective, ever.but, the film, has ruined, the reputation, of, the wonderful cartoon.matthew broderick, an actor, with, potential, was, definitely not, the role, for, inspector gadget, first thing, in, the film, inspector gadget, is, smart, not so, in, the cartoon, in, the film, gadget, solves, the mystery, mostly, by, himself, in, the cartoon, it, was, almost always penny, brain, the awesome book, i, still want, her book, if, gadget, solved, the mystery, it, was, by, accident, gadget, in, the film, seems, to, be, a competent detective, in, the cartoon, was, pretty dumb, was, where, the humor, came, from.another thing, is, that, it, is, too much, ...]",-0.02983182631597434,-0.020407428912239144,1,0,1
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003) - IMDb, Celebrate and dance for free...,niz13,October/2003,10/10,"Okay so its just an extended music video, but so what? If you were intrigued by the One More Time video, or even just liked the sound of that track, you'll get something from INTERSTELLA 5555. The retro-nostalgic 70's and 80's japanimation style perfectly fits Daft Punk's ""old-school electronica"" music. The story is dialogue free but tells a remarkably dense tale, characters are well-defined, and there is some great comedy (Daft Punk's cameo at the awards ceremony).... but at the end of the day, its all about the music baby - before, I only really knew Daft Punk from their 2 major singles, now I want to rush out and buy the album!",1,"[okay, extend, music, video, intrigue, one, time, video, even, like, sound, track, get, something, interstella, japanimation, style, perfectly, fit, daft, punk, electronica, music, story, dialogue, free, tell, remarkably, dense, tale, character, great, comedy, daft, punk, cameo, award, ceremony, end, day, music, baby, really, knew, daft, punk, major, single, want, rush, buy, album]","[okay so its, just, extended, music video, so, if, you, were intrigued, by, the one more time video, even just liked, the sound, of that, track, you, will get something, from, interstella, retro-nostalgic, japanimation style, perfectly fits, daft punk, old-school electronica, music, the story, is dialogue, free, tells, a remarkably dense tale, characters, are, well-defined, is, some great comedy, daft punk, cameo, at, the awards, ceremony, at, the end, of, the day, its all about, the music baby, before, i, only really knew, daft punk, from, their 2 major singles, now i, want, to, rush out, buy, the album]",-0.033448273076476395,-0.13133290550076693,1,0,0
Ip Man (2008) - IMDb, Powerhouse performance by Donnie Yen,DouglasQuaid14,December/2008,8/10,"Donnie Yen is a long time favorite of mine, although this is mainly due to his martial arts skills and screen presence rather than his acting skills. In Ip Man (or Ye Wen, as they were shouting in the seats next to mine) he delivers a truly solid performance on the acting side, carrying the burden of a nation on his shoulders with gravitas, at least that's what he conveyed to the audience at the cinema. They were actually applauding at times. Then again, moviegoers might be more absorbed over here on a regular basis. I digress.I'm not going to delve deeper into plot details. The basic stuff is already outlined above, and I also feel the historical accuracy of certain events depicted can be debated. That's a bit of a moot point, though, since most people will watch this for the action scenes. Nobody will be disappointed. Donnie kicks twelve kinds of ass in this movie, and it is all accompanied by some of the meanest sound design I've ever heard. Every one of his rapid punches can be felt as he pummels the poor bastards in his way with the Ip Man-style of martial arts (imdb won't let me spell out the name for some reason). The final bout is epic,but for me it was one scene about halfway through that got my heart beating faster. It involves Donnie, ten Japanese karate practitioners and some of the most furious fighting I've ever seen on screen. You can really sense the anger of his character in this scene. Great stuff.The film moves forward at a brisk pace and contains a surprisingly large amount of fight scenes. It totally lacks the vintage over-the-top-aesthetics of Donnie Yen's films of the 80's and 90's, but for some people that's a good thing. I personally think this is his finest performance to date. Highly recommended for fans of martial arts cinema!",1,"[donnie, yen, long, time, favorite, mine, although, mainly, due, martial, art, skill, screen, presence, rather, act, skill, ip, man, ye, wen, shout, seat, next, mine, delivers, truly, solid, performance, act, side, carry, burden, nation, shoulder, gravitas, least, conveyed, audience, cinema, actually, applaud, time, moviegoer, might, absorbed, regular, basis, go, delve, deeper, plot, detail, basic, stuff, already, outline, also, feel, historical, accuracy, certain, event, depict, debate, bit, moot, point, though, since, people, watch, action, scene, nobody, disappointed, donnie, kick, twelve, kind, as, movie, accompany, mean, sound, design, ever, heard, every, one, rapid, punch, felt, pummels, poor, bastard, way, ip, martial, art, ...]","[donnie yen, is, a long time favorite, of, mine, although, is, mainly due, to, his martial arts skills, screen presence, rather, than, his acting skills, in, ip man, ye, wen, as, they, were shouting, in, the seats, next, to, mine, he, delivers, a truly solid performance, on, the acting side, carrying, the burden, of, a nation, on, his shoulders, with, gravitas, at, least, is, he, conveyed, to, the audience, at, the cinema, they, were actually applauding, at, times, then again, moviegoers, might be more absorbed, over, here, on, a regular basis, i digress.i am, not going, to, delve, deeper, into, plot details, the basic stuff, is already outlined, above, i, also feel, the historical accuracy, of, certain events, depicted can be debated, is, a bit, of, a moot point, though, since, most, people, will watch, this for, the action scenes, nobody, will be disappointed, donnie, kicks, twelve kinds, of, ass, in, this movie, it, is, all accompanied, by, some of, ...]",-0.04702510804996089,-0.04482602907706191,1,0,1
Ip Man (2008) - IMDb, Best martial arts movie of all time?!?!?!?!?,steven-f-freeman6,January/2013,3/10,"The cover boasts ""Best martial arts movie of all time. Hands down!"" With an 8.1 IMDb rating and an engaging, plausible-sounding, story line of martial arts'-based resistance to 1930s Japanese imperialism, I figure this film is certainly worth a try. Especially since I have long practiced, respected and enjoyed martial arts, and the film claims to be based on the true story.But how does any being of normal intelligence even sit through this movie, let alone sign on to IMDb and rate it a 8, 9 or 10??? Dimwitted, implausible story; and dimwitted, implausible characters. If in fact this film were representative of any martial arts code or practtioner behavior, that would be the end of martial arts. Every protagonist in the film is dead set on maiming or murdering each other -- and themselves! If in fact this film is even close to among the best martial arts movies now or ever, ""martial arts"" must be the most scum-ridden, unctuous backwater of film making that has ever existed -- a ""genre"" (if we can call it that) which makes XXX features high literature by comparison.It's certainly the last such movie I'll ever watch.",0,"[cover, boast, best, martial, art, movie, time, hand, imdb, rating, engage, story, line, martial, resistance, japanese, imperialism, figure, film, certainly, worth, try, especially, since, long, practice, respect, enjoy, martial, art, film, claim, base, true, normal, intelligence, even, sit, movie, let, alone, sign, imdb, rate, dimwitted, implausible, story, dimwitted, implausible, character, fact, film, representative, martial, art, code, practtioner, behavior, would, end, martial, art, every, protagonist, film, dead, set, maim, murder, fact, film, even, close, among, best, martial, art, movie, ever, martial, art, must, unctuous, backwater, film, make, ever, exist, genre, call, make, xxx, feature, high, literature, certainly, last, movie, ever, watch]","[the cover boasts, best martial arts, movie, of, all time, hands, down, with, an 8.1 imdb rating, an engaging, plausible-sounding, story line, of, martial arts'-based resistance, to, 1930s japanese imperialism, i, figure, this film, is certainly worth, try, especially, since, i, have long practiced, respected, enjoyed, martial arts, the film claims, to, be based, on, true story.but, how, does, any being, of, normal intelligence, even sit, through, this movie, let, alone sign, on to, imdb, rate it, dimwitted, implausible story, dimwitted, implausible characters, if in, fact, this film, were, representative, of, any martial arts, code, practtioner behavior, that would be, the end, of, martial arts, every protagonist, in, the film, is dead set, on, maiming, murdering, other, themselves, if in, fact, this film, is, even close, to among, the best martial arts movies, now, ever, martial arts, must be, most scum-ridden, unctuous backwater, of, film, making, has ever existed, genre, if, we, can call, it, that, makes, xxx features high literature, by, comparison.it, is, ...]",-0.06836251942225928,-0.0012579897797060091,1,1,1
Jason X (2001) - IMDb, I admit a guilty pleasure of mine I never thought this is a terrible film,ivo-cobra824,September/2017,6/10,"SPOILER: Uber Jason in outer space I don't mind the film and it is a guilty pleasure of mine. I saw this movie in the video store 11 years ago when I was in high school I saw the VHS cover of the film and I saw it on DVD. So finally I got this film on Blu-ray disc just finish it watching it today and I must say it is not a bad film I like it a lot. Like I said it is a guilty pleasure of mine. I know a lot of people hate this film I don't. I think is MILES way better then Jason Goes to Hell and Miles way better movie then Hellraiser: Bloodline that was in outer space this movie is just better.7.years ago when I become a fan of Supernatural I heard that Jared Padalecki will be in the reboot Friday the 13th movie I rushed to see this movie. I watch Friday the 13th the original, Friday the 13th Part 2, the (2009) reboot and this film Jason X and yes I like it.I thought this movie will copy Alien and Aliens but it didn't copy any of those films it was solid and it was original it had his own story. I didn't thought this movie was bad I thought it was an interesting story that had a good action and a good slasher kills.Lexa Doig was an alright as the final girl tough it was a science fiction film it was still good and I will still watching it. Lexa Doig was in The Tracker with Casper Van Dien and I liked that action film I haven't seen in a while.Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.Lexa Doig worked in facility Crystal Lake in which they capture Jason Voorhees but he kills everyone and escapes but Rowan Lafontaine (Lexa Doig) freeze him and her self in 2008. The year is now 2455 and a new crew members on a ship unfroze those two only too realize they unfroze Jason Voorhees unstoppable killing machine. Now a new group of soldiers tries to defeat Jason who later becomes Uber Jason.Lisa Ryder was great, sexy and really hot as Kay-Em 14 I liked her, she really kicked Jason's ass and she shot him to death ha ha.So it is scary? No. Is it a good movie? No. Is it fun? VERY.I also forgot this movie is reference to Demolition Man (1993) my all time favorite futuristic action Stallone film. In which they were mention to Lexa Doig's character that she was in Cryo it references to Cryo-prison it is similar to Demolition Man.Jason X is a 2001 American science fiction slasher film produced and directed by James Isaac. It is the tenth installment in the Friday the 13th film series and stars Kane Hodder in his fourth and final film appearance as the undead mass murderer Jason Voorhees and his futuristic counterpart, Uber Jason.This movie get's a C+ 6/10 wasn't that bad of a film but wasn't a great Jason slasher film either, but still it is my all time favorite guilty pleasure of mine.I have enjoyed this movie and I had fun watching it. Honestly I have enjoyed this movie much more then I did Friday the 13th Part VIII: Jason Takes Manhattan but that is just my opinion It is my favorite guilty pleasure of mine.",1,"[spoiler, uber, jason, outer, space, mind, film, guilty, pleasure, mine, saw, movie, video, store, year, ago, high, school, saw, vhs, cover, film, saw, dvd, finally, get, film, disc, finish, watch, today, must, say, bad, film, like, lot, like, say, guilty, pleasure, mine, know, lot, people, hate, film, think, mile, way, better, jason, go, hell, mile, way, better, movie, hellraiser, bloodline, outer, space, movie, ago, become, fan, supernatural, heard, jared, padalecki, reboot, friday, movie, rush, see, movie, watch, friday, original, friday, part, reboot, film, jason, x, yes, like, thought, movie, copy, alien, alien, copy, film, solid, original, story, thought, movie, bad, ...]","[spoiler, uber jason, in, outer space i, do, not, mind, the film, it, is, a guilty pleasure, of, mine, i, saw, this movie, in, the video store, 11 years, ago when, i, was, in, high school i, saw, the vhs, cover, of, the film, i, saw, it, on, dvd, so finally i, got, this film, on, blu-ray disc, just finish, it, watching, it, today, i, must say, it, is, not, a bad film i, like, it a lot, like, i, said, it, is, a guilty pleasure, of, mine, i know a lot, of, people, hate, this film i, do, not, i, think is, miles, way, better then jason, goes, to, hell, miles, way, better movie, then hellraiser, bloodline, was, in, outer, space, this movie, is, just better.7.years, ago when, i become a fan, of, supernatural i, heard, that, jared, padalecki, will be, in, the reboot, friday, the 13th movie i, ...]",-0.026230551250632332,0.12088345711379697,1,1,3
Jason X (2001) - IMDb," Big, dumb and stoopid, but fun",ExpendableMan13,January/2005,5/10,"Let's face it, if you're going to rent one of the later movies in a slasher movie series, you'd be an idiot to expect high art. The fact that this is the tenth movie in the Friday the 13th franchise, the most knuckle-draggingly, ball-scratchingly cretinous 'horror' series of all time AND it's set in space doesn't exactly suggest that this'll be an all-time classic, but it's a good fun way to kill an hour and thirty minutes nonetheless.Okay, the plot is so thin even a slight breeze would make it disintegrate and the horror element is practically non-existent but then Jason movies abandoned that long ago in favour of just providing dumb escapism with inventive and bloody death scenes, which this film certainly provides. People are sliced in half, impaled on large spikes, blown up, one poor woman even getting her head dunked in liquid nitrogen and shattered on a desk, but the characters are so one-dimensional and it's so cheesy you're more likely to laugh than scream. And I defy you to watch the scene when Jason gets transformed into 'Uber Jason' for the first time and not have a colossal grin traverse your face. There's even a later scene which pokes fun at the earlier movie's clichés with a hilarious ""beating one camper to death with the other"" sequence.This is not The Exorcist, it's not The Omen, it's even a very long way away from the original Friday The 13th, but as director James Isaac has said, ""it's just fun."" Get your mates round, pop open a beer, disengage brain and you've got a very entertaining ninety minutes.",0,"[let, u, face, go, rent, one, later, movie, slasher, movie, series, would, idiot, expect, high, art, fact, tenth, movie, friday, franchise, cretinous, series, time, set, space, exactly, suggest, classic, good, fun, way, kill, hour, thirty, minute, plot, thin, even, slight, breeze, would, make, disintegrate, horror, element, practically, jason, movie, abandon, long, ago, favour, provide, dumb, escapism, inventive, bloody, death, scene, film, certainly, provide, people, slice, half, impale, large, spike, blown, one, poor, woman, even, get, head, dunked, liquid, nitrogen, shatter, desk, character, cheesy, likely, laugh, scream, defy, watch, scene, jason, get, transform, jason, first, time, colossal, grin, traverse, face, even, ...]","[let, us, face, it, if, you, are going, to, rent, of, the later movies, in, a slasher movie series, you, would be, idiot, to, expect, high art, the fact, that, is, the tenth movie, in, friday, the 13th franchise, most knuckle-draggingly, ball-scratchingly cretinous, horror, series, of, all time, it, is set, in, space, does not exactly suggest, that, will be, an all-time classic, it, is, a good fun way, to, kill, an hour, thirty minutes, nonetheless.okay, the plot, is, so thin, even, a slight breeze, would make, it, disintegrate, the horror element, is, practically non-existent but, then jason movies, abandoned, that, long, ago, in, favour, of, just providing, dumb escapism, with, inventive and, bloody death scenes, which this film, certainly provides, people, are sliced, in, half, impaled, on, large spikes, blown, up, one poor woman, even getting, her head, dunked, in, liquid nitrogen, shattered, on, a desk, the characters, are, so one-dimensional, it, is, so cheesy you, are, more likely, ...]",0.03921986548342841,0.0007928002011542973,0,0,0
Jeepers Creepers III (2017) - IMDb, Fun...But weird.,dlmfilms26,September/2017,6/10,"Jeepers Creepers 3 is a weird movie going experience. I loved the first one, and really liked the second one. I went into three wanting to love it. I didn't. But here is the weird part. The movie felt like it was never fully finished. Almost like a very rough first draft was the finished product. It almost looked as if they ran out of money before it was completed. It was very strange. If you are a fan of the first two, you will like to see the characters you love. If this is your first experience with the characters, you will be like what the hell did I just watch!",1,"[jeepers, creeper, weird, movie, go, experience, love, first, one, really, like, second, one, go, three, want, love, weird, part, movie, felt, like, never, fully, finish, almost, like, rough, first, draft, finish, product, almost, look, ran, money, complete, strange, fan, first, two, like, see, character, love, first, experience, character, like, hell, watch]","[jeepers creepers, is, a weird movie, going, experience, i, loved, first, really liked, second, i, went, into, wanting, to, love, it, i, did, not, here is, the weird part, the movie, felt, like, it, was never fully finished, almost, like, a very rough first draft, was, finished, product, it, almost looked, as if, they, ran, out of, money, before, it, was completed, it, was, very strange, if, you, are, a fan, of, first, you, will like, to, see, the characters you, love, if, is, your first experience, with, the characters, you, will be, like, the hell, did, i, just watch]",0.05493278578622993,0.04323079296677767,0,2,2
Jeepers Creepers III (2017) - IMDb, 14 years for this??? MY THEATER WAS LAUGHING THE ENTIRE TIME!,darthMisaskernew27,September/2017,1/10,"What were they doing in those 14 years between 2 and 3, staring at their shoelaces? I love the first two films because they are both scary and well made, but WOW, this film is GARBAGE. TRUST ME, this is coming from a HUGE JC fan! The film takes place between the 1st and 2nd movie, which is dumb because nobody wanted to see what happened between the 1st and 2nd movie. I wanted to see what happened after the 2nd movie, but even then, it's really confusing because the plot keeps jumping back and forth between all of these dumb characters. I couldn't tell if the film was set in the present day, in 2001, or in the 70's because of the craptastic pacing. There's even a scene where you can see a 2016 Chevy truck in a film that supposedly takes place in 2001. Speaking of pacing, there is none! Nothing happens in this movie and the film ends right when it should've started! There are so many characters that the film gets lost in itself. The first film had Darry and Trish, simple and easy. The 2nd film had the athletes and a side-plot revolving around an angry father, but it was still easy to follow and well balanced. Here, we have an old lady getting visions from her dead son, then we have Sargeant Tubbs from the first movie, then we have the anti-Creeper gang, then we have some teenagers, then we have a country boy who has a crush on a girl, and said girl also gets her own storyline. All the characters are pointless and are not flushed out because the film is trying so hard to give equal focus to everyone. The CGI is SO BAD and is EVERYWHERE in the film. It's so bad that my theater was laughing louder than the actual movie! The Creeper doesn't do ANYTHING, no smelling fear, eating body parts, he just sorta walks around and grunts. There's one good scene where a group of teenage bikers finds The Creepers truck in the woods, and it's the only good scene in the entire film. That's it! Worst of all, WE STILL DON'T KNOW THE CREEPERS'S ORIGINS!!! I've been waiting nearly 2 decades and we STILL DON'T KNOW WHERE HE COMES FROM??? The film ends on a cliffhanger but I do not want a 4th movie. This feels like it should've been made for the SyFy channel and seeing this on the big screen is like seeing Lake Placid 6 on the big screen. Just don't do it!",0,"[year, star, shoelace, love, first, two, film, scary, well, make, wow, film, garbage, trust, come, huge, jc, fan, film, take, place, movie, dumb, nobody, want, see, happen, movie, want, see, happen, movie, even, really, confuse, plot, keep, jumping, back, forth, dumb, character, could, tell, film, set, present, day, craptastic, pace, even, scene, see, chevy, truck, film, supposedly, take, place, speak, pace, none, nothing, happens, movie, film, end, right, start, many, character, film, get, lose, first, film, darry, trish, simple, easy, film, athlete, revolve, around, angry, father, still, easy, follow, well, balance, old, lady, get, vision, dead, son, sargeant, tubbs, first, ...]","[were, they, doing, in, those 14 years, between, staring, at, their shoelaces, i, love, first, two films, because, they, are, scary, well made, wow, this film, is garbage, trust me, is coming, from, a huge jc fan, the film, takes, place, between, 1st, 2nd movie, is, dumb, because, nobody, wanted, to, see, happened, between, 1st, 2nd movie, i, wanted, to, see, happened, after, the 2nd movie, even then, it, is, really confusing, because, the plot, keeps jumping, back, forth, between, all of, these dumb characters, i, could not tell, if, the film, was set, in, the present day, in, in, because of, the craptastic pacing, is, even, a scene, where, you, can see, a 2016 chevy truck, in, a film, supposedly takes, place, in, speaking, of, pacing, is none, nothing, happens, in, this movie, the film ends, right, when, it, should have started, are, so many characters, that, ...]",-0.07354826092691323,0.1851379568131361,1,1,3
Jonah Hex (2010) - IMDb, A Complete Guide to a User Ratings Travesty,witster1819,October/2010,6/10,"Sometimes I wonder if people that reviewed this film actually watched it, or if they gave it a chance, not like second glancing at it because they're cooking dinner at the same time.Jonah Hex is an entertaining little movie based upon the DC Comic Book character. To be honest, I've never read the comic, had little expectations coming in, and wouldn't have gone to see this in the theater. This genre is admittedly, 'right up my alley'. Usually I check some ratings on here before renting movies so that I avoid the flops. Thankfully, I didn't look on IMDb until AFTER I had already rented it. So when I looked at IMDb's 4.6 user rating AFTER renting it, but BEFORE watching it; my expectations were lowered even further, and I nearly put off watching it, again. Nevertheless, it was due the next day and I popped it in the DVD player when the other-half went to bed(too bad - she would have liked it). I have a good sound system and a nice TV - both made this action/western/fantasy even better.Let's take a look at some of the films on IMDb with similar user ratings - specifically some of the worst films that I have ever seen/wasted my time and money on.Ready to Wear(Pret-A-Porter)4.8 Actually rated higher than Jonah Hex. This was two hours I will NEVER get back. A terribly boring movie with no redeeming qualities whatsoever.King Solomon's Mines 4.6 Tied with Jonah Hex. This may be the worst movie I have ever seen. A literal walk out of the theater. And I know what you're thinking. I talked about giving movies a chance earlier, but I revisited KSM years later, and it still remains the worst film I've ever seen in my lifetime, 1 and a half times. Toys 4.6 Enough said.Jonah Hex' style is true to the comic book theme. The opening of the film is excellent, and gives us a good foundation for an entertaining storyline. John Malkovich is ALWAYS a good adversary/bad guy, and Josh Brolin IS Jonah Hex. Megan Foxes' role is small, and she serves every purpose, much like a smoking hot Bond girl. Her Body alone makes this film worth 4.6.But, Jonah Hex is much more. It's interesting, it's action packed, and it's well-paced. Now, is it believable? No. What comic book based film is? Is it Oscar worthy? No. Will it appear on any legitimate 2010 Top Ten lists? No. Jonah Hex is the pure definition of a popcorn flick. Not just one that rare movie watchers might over-rate(It's no nine or ten), and one that critics will annihilate, but one that is sure to surprise many who give it a chance. It's worth the rental - especially if you have a TV and sound system that can give you a near theater experience. I like some of the subtle touches to this movie, and Malkovich and Brolin really help the cause.58/100You'll like it if you liked: Fantastic Four Rise of the Silver Surfer, Brotherhood of the Wolf, and Timecop.",1,"[sometimes, wonder, people, review, film, actually, watch, give, chance, like, second, glance, cooking, dinner, hex, entertain, little, movie, base, upon, dc, comic, book, character, honest, never, read, comic, little, expectation, come, would, go, see, theater, genre, admittedly, alley, usually, check, rating, rent, movie, avoid, flop, thankfully, look, imdb, already, rent, look, imdb, user, rating, rent, watch, expectation, lower, even, nearly, put, watch, nevertheless, due, next, day, popped, dvd, player, go, bed, bad, would, like, good, sound, system, nice, tv, make, even, us, take, look, film, imdb, similar, user, rating, specifically, bad, film, ever, time, money, wear, actually, rat, high, jonah, ...]","[sometimes i wonder, if, people, that, reviewed, this film, actually watched, it, if, they, gave, it a chance, not, like, second glancing, at, it, because, they, are, cooking, dinner, at, the same time.jonah hex, is, entertaining, little movie, based, upon, the dc, comic book character, to, be, honest, i, have never read, the comic, had, little expectations, coming, in, would not have gone, to, see, this in, the theater, this genre, is, admittedly, right, up, my alley, usually i, check, some ratings, on, here, before, renting, movies, so that, i avoid, the flops, thankfully, i, did not look, on, imdb, until after, i, had already rented, it, so when, i, looked, at, imdb, 4.6 user rating, after, renting, it, before, watching, it, my expectations, were lowered, even further, i, nearly put, off, watching, it, again, nevertheless, it, was due, the next day, i, popped, it, ...]",0.02590998244912144,0.171654107499303,0,2,3
Jonah Hex (2010) - IMDb, Potential for great summer popcorn flick wasted,cadillac2021,June/2010,5/10,"I wasn't really expecting much out of this film. And I thought that it coming out the same weekend as Toy Story 3 was pretty laughable. But it seemed like fun, so I thought I'd give it a try. Sadly, it turned out pretty much how I expected, and it's no wonder there was such little advertisement paid to this film. Jonah Hex is pretty straightforward in it's story. Jonah Hex witnessed his family die at the hands of John Turnbull. Unfortunately, for Hex, Turnbull died mysteriously in a hotel fire...or did he. Turns out Tunrbull is still alive and a danger to the US. Now, Jonah must get his revenge and save the US.A lot of people have compared this film to The Wild Wild West. Thankfully, this is not that film. Granted, it's not all that grounded in reality (actually, it's not grounded in reality much at all), but there's no giant walking spiders or head slicing, flying discs. The action here is pretty ridiculous and outrageous, but at the same is fun. It helps that Josh Brolin, as the titular Jonah Hex, is pretty damn cool. He plays off Dirty Harry pretty well, with only a few one liners and a pretty well drawn out character. In fact, I would say that if they ever do a remake of Dirty Harry, I would vote for Brolin to take up the reins. Unfortunately, most of the rest of the cast is not as good. John Malkovich plays Turnbull lazily. Sure, he's not as hammy as he could have been, which I am grateful for, but I can't help but feel that he isn't the least bit interested in what he is doing. And with the kind of character he's supposed to be, there should be more passion, but it's sadly missing. As for the third big name, Megan Fox does what she does best and looks hot in some slutty western dresses. For a film like this, I guess you can't ask much more from her.The action is obviously where this film is at, and it mostly delivers. It's far from the biggest action film this summer, but there are some pretty outrageous and entertaining pieces, like the Gatling gun-mounted horse and the dynamite gun scenes known from the trailer. And when there isn't action going on, Brolin saves the film. Besides the action, he is the best thing here. I would also even argue that the film does a good job translating the comic book style. While it could have been much better, it could also have been a lot worse. I guess I can at least be thankful for that.Suffice to say, I pretty much got what I thought I would get out of the film: a cool Josh Brolin, a hot Megan Fox, a wooden John Malkovich, and a lot of crazy action. Was I satisfied? I suppose. It was a decent way to kill about an hour and a half. Would I run out to the theater for this? Nah. If you really care about the ticket price and your time, I would just wait to rent it on DVD.",0,"[really, expect, much, film, thought, come, weekend, toy, story, pretty, laughable, seem, like, fun, thought, would, give, try, sadly, turn, pretty, much, expect, wonder, little, advertisement, paid, film, jonah, hex, pretty, straightforward, story, jonah, hex, witness, family, die, hand, john, turnbull, unfortunately, hex, turnbull, die, mysteriously, hotel, fire, turn, tunrbull, still, alive, danger, u, jonah, must, get, revenge, save, lot, people, compare, film, wild, wild, west, thankfully, film, grant, ground, reality, actually, ground, reality, much, giant, walk, spider, head, slice, fly, disc, action, pretty, ridiculous, outrageous, fun, help, josh, brolin, titular, jonah, hex, pretty, damn, cool, play, dirty, harry, pretty, ...]","[i, was not really expecting, much, out of, this film, i, thought, that, it, coming, the, same weekend, as, toy story, was, pretty laughable, it, seemed, like, fun, so i, thought, i, would give, it, try, sadly, it, turned, out, pretty much, how, i, expected, it, is, no wonder, was, such little advertisement, paid, to, this film, jonah hex, is, pretty straightforward, in, it, is story, jonah hex, witnessed, his family die, at, the hands, of, john turnbull, unfortunately, for, hex, turnbull, died, mysteriously, in, a hotel, did, he, turns, out, tunrbull, is, still alive, a danger, to, the us, now, jonah, must get, his revenge, save, the us.a lot, of, people, have compared, this film, to, the wild wild west, thankfully, is, not, that, film, granted, it, is, not, all that, grounded, in, reality, actually, it, ...]",-0.11488778094758974,0.13914560320750244,1,1,3
